userid,group,page,data,time_created
user_202,chatxai,survey1,"{""q1"": ""5"", ""q2"": ""5"", ""q3"": ""4"", ""q5"": ""4"", ""q4a"": ""4"", ""q4b"": ""4""}",2023-07-06 22:18:40.069 +0200
user_36,chatxai,task6_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Credit History"", ""Property Area"", ""Education""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:18:53.052 +0200
user_202,chatxai,survey2,"{""q6"": ""4"", ""q7"": ""4"", ""q9"": ""4"", ""q10"": ""2"", ""q11"": ""4"", ""q8a"": ""4"", ""q8b"": ""2""}",2023-07-06 22:19:03.154 +0200
user_220,chatxai,task4_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount""], ""beforeExplainConfidence"": ""5""}",2023-07-06 22:19:20.592 +0200
user_202,chatxai,survey3,"{""q12"": ""3"", ""q13"": ""2"", ""q14"": ""4"", ""q15"": ""2"", ""q16"": ""3"", ""q17"": ""4"", ""q18"": ""4"", ""q19"": ""4"", ""q20"": ""4"", ""q21"": ""4"", ""q22"": ""4"", ""attentionSurvey"": ""1""}",2023-07-06 22:20:08.376 +0200
user_220,chatxai,task4_post,"{""explainerData"": {""chatJourney"": [{""step"": 27, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:19:19.659Z""}, {""step"": 28, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""1"", ""Graduate"", ""No"", 8300, 0, 152, 300, ""No"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:20:00.987Z""}, {""step"": 29, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Credit History""]}]}}, ""timeline"": ""2023-07-06T20:20:21.108Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount""], ""postExplainConfidence"": ""5"", ""postExplainReliability"": ""5""}",2023-07-06 22:20:34.994 +0200
user_202,chatxai,survey4,"{""q23"": ""4"", ""q24"": ""4"", ""q25"": ""4"", ""q26"": ""2"", ""q27"": ""2"", ""q28"": ""2"", ""q29"": ""4"", ""q30"": ""4"", ""q31"": ""3"", ""q32"": ""4"", ""q33"": ""4"", ""q34"": ""4""}",2023-07-06 22:20:49.123 +0200
user_36,chatxai,task6_post,"{""explainerData"": {""chatJourney"": [{""step"": 22, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:18:55.000Z""}, {""step"": 23, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Married""]}]}}, ""timeline"": ""2023-07-06T20:19:35.964Z""}, {""step"": 24, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Loan Amount Term""]}]}}, ""timeline"": ""2023-07-06T20:19:57.778Z""}, {""step"": 25, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Female"", ""No"", ""1"", ""Graduate"", ""No"", 4723, 0, 81, 360, ""Yes"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:20:28.343Z""}, {""step"": 26, ""level"": ""whatIfResultLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Female"", ""Yes"", ""1"", ""Graduate"", ""No"", 4723, 0, 81, 360, ""Yes"", ""Semiurban""]], ""operation"": ""whatif""}]}}, ""timeline"": ""2023-07-06T20:21:40.865Z""}, {""step"": 27, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Female"", ""No"", ""1"", ""Graduate"", ""No"", 4723, 0, 81, 360, ""Yes"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:22:08.507Z""}], ""chatSessionMetadata"": {""pdp"": 2, ""shap"": 2, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 1, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Property Area"", ""Self Employed""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:22:17.235 +0200
user_36,chatxai,attn,"{""beforeExplainFeatures"": [""Dependents"", ""Loan Amount Term"", ""Property Area""], ""beforeExplainConfidence"": ""3"", ""attnBeforeExplainDecision"": ""true""}",2023-07-06 22:23:20.788 +0200
user_36,chatxai,task8_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Self Employed"", ""Education"", ""Married""], ""beforeExplainConfidence"": ""2""}",2023-07-06 22:24:06.671 +0200
user_220,chatxai,task5_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount Term""], ""beforeExplainConfidence"": ""5""}",2023-07-06 22:24:50.778 +0200
user_36,chatxai,task8_post,"{""explainerData"": {""chatJourney"": [{""step"": 28, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:24:08.613Z""}, {""step"": 29, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""No"", ""0"", ""Not Graduate"", ""Yes"", 5800, 0, 132, 360, ""Yes"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:24:22.873Z""}, {""step"": 30, ""level"": ""whatIfResultLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""No"", ""0"", ""Graduate"", ""Yes"", 5800, 0, 132, 360, ""Yes"", ""Semiurban""]], ""operation"": ""whatif""}]}}, ""timeline"": ""2023-07-06T20:25:49.151Z""}], ""chatSessionMetadata"": {""pdp"": 0, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 1, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Loan Amount"", ""Property Area""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:26:00.328 +0200
user_220,chatxai,task5_post,"{""explainerData"": {""chatJourney"": [{""step"": 30, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:24:49.849Z""}, {""step"": 31, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""2"", ""Graduate"", ""Yes"", 6000, 0, 205, 240, ""Yes"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:25:30.153Z""}, {""step"": 32, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Coapplicant Income""]}]}}, ""timeline"": ""2023-07-06T20:25:54.608Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount Term""], ""postExplainConfidence"": ""5"", ""postExplainReliability"": ""5""}",2023-07-06 22:26:04.626 +0200
user_36,chatxai,task7_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Dependents"", ""Property Area"", ""Self Employed""], ""beforeExplainConfidence"": ""3""}",2023-07-06 22:26:54.117 +0200
user_220,chatxai,task2_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Credit History"", ""Dependents"", ""Married""], ""beforeExplainConfidence"": ""5""}",2023-07-06 22:27:17.258 +0200
user_36,chatxai,task7_post,"{""explainerData"": {""chatJourney"": [{""step"": 31, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:26:56.054Z""}, {""step"": 32, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""3+"", ""Graduate"", ""No"", 39999, 0, 600, 180, ""No"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:27:11.602Z""}, {""step"": 33, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Applicant Income""]}]}}, ""timeline"": ""2023-07-06T20:28:03.823Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Loan Amount"", ""Applicant Income""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:28:39.762 +0200
user_220,chatxai,task2_post,"{""explainerData"": {""chatJourney"": [{""step"": 33, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:27:16.327Z""}, {""step"": 34, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""No"", ""0"", ""Graduate"", ""No"", 6500, 0, 105, 360, ""No"", ""Rural""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:28:17.580Z""}, {""step"": 35, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Education""]}]}}, ""timeline"": ""2023-07-06T20:28:30.820Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Dependents"", ""Married""], ""postExplainConfidence"": ""5"", ""postExplainReliability"": ""5""}",2023-07-06 22:28:44.728 +0200
user_36,chatxai,task3_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Credit History"", ""Coapplicant Income"", ""Married""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:29:19.783 +0200
user_220,chatxai,survey1,"{""q1"": ""5"", ""q2"": ""5"", ""q3"": ""4"", ""q5"": ""4"", ""q4a"": ""4"", ""q4b"": ""2""}",2023-07-06 22:29:39.898 +0200
user_220,chatxai,survey2,"{""q6"": ""5"", ""q7"": ""4"", ""q9"": ""3"", ""q10"": ""4"", ""q11"": ""4"", ""q8a"": ""4"", ""q8b"": ""3""}",2023-07-06 22:30:22.276 +0200
user_220,chatxai,survey3,"{""q12"": ""4"", ""q13"": ""3"", ""q14"": ""4"", ""q15"": ""2"", ""q16"": ""4"", ""q17"": ""2"", ""q18"": ""4"", ""q19"": ""4"", ""q20"": ""4"", ""q21"": ""4"", ""q22"": ""4"", ""attentionSurvey"": ""1""}",2023-07-06 22:31:31.347 +0200
user_36,chatxai,task3_post,"{""explainerData"": {""chatJourney"": [{""step"": 34, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:29:21.722Z""}, {""step"": 35, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""0"", ""Graduate"", ""No"", 20833, 6667, 480, 360, ""Yes"", ""Urban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:29:54.957Z""}, {""step"": 36, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Loan Amount""]}]}}, ""timeline"": ""2023-07-06T20:31:16.141Z""}, {""step"": 37, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Education""]}]}}, ""timeline"": ""2023-07-06T20:31:46.793Z""}], ""chatSessionMetadata"": {""pdp"": 2, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Married"", ""Education""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:31:45.172 +0200
user_36,chatxai,task5_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Married"", ""Credit History"", ""Dependents""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:32:08.408 +0200
user_220,chatxai,survey4,"{""q23"": ""4"", ""q24"": ""2"", ""q25"": ""4"", ""q26"": ""3"", ""q27"": ""2"", ""q28"": ""2"", ""q29"": ""2"", ""q30"": ""2"", ""q31"": ""1"", ""q32"": ""4"", ""q33"": ""4"", ""q34"": ""4""}",2023-07-06 22:32:30.261 +0200
user_36,chatxai,task5_post,"{""explainerData"": {""chatJourney"": [{""step"": 38, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:32:10.345Z""}, {""step"": 39, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""2"", ""Graduate"", ""Yes"", 6000, 0, 205, 240, ""Yes"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:32:30.920Z""}, {""step"": 40, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Married""]}]}}, ""timeline"": ""2023-07-06T20:33:29.033Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 1, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount Term""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:33:52.951 +0200
user_36,chatxai,task9_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Property Area""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:34:36.634 +0200
user_36,chatxai,task9_post,"{""explainerData"": {""chatJourney"": [{""step"": 41, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:34:38.565Z""}, {""step"": 42, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""2"", ""Not Graduate"", ""No"", 3365, 1917, 112, 360, ""No"", ""Rural""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:34:54.182Z""}, {""step"": 43, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Coapplicant Income""]}]}}, ""timeline"": ""2023-07-06T20:35:24.646Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 0, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Coapplicant Income"", ""Applicant Income""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:35:41.276 +0200
user_36,chatxai,task4_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Applicant Income"", ""Coapplicant Income"", ""Credit History""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:36:23.705 +0200
user_36,chatxai,task4_post,"{""explainerData"": {""chatJourney"": [{""step"": 44, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:36:25.639Z""}, {""step"": 45, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""1"", ""Graduate"", ""No"", 8300, 0, 152, 300, ""No"", ""Semiurban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:36:39.867Z""}, {""step"": 46, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Applicant Income""]}]}}, ""timeline"": ""2023-07-06T20:37:06.176Z""}], ""chatSessionMetadata"": {""pdp"": 1, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 1, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Coapplicant Income"", ""Applicant Income""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:37:52.741 +0200
user_36,chatxai,task10_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Coapplicant Income"", ""Applicant Income"", ""Credit History""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:38:23.181 +0200
user_36,chatxai,task10_post,"{""explainerData"": {""chatJourney"": [{""step"": 47, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:38:25.117Z""}, {""step"": 48, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""3+"", ""Graduate"", ""No"", 81000, 0, 360, 360, ""No"", ""Rural""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:38:53.427Z""}], ""chatSessionMetadata"": {""pdp"": 0, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 1, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Loan Amount"", ""Applicant Income""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:39:46.888 +0200
user_36,chatxai,task2_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Married""], ""beforeExplainConfidence"": ""4""}",2023-07-06 22:40:23.416 +0200
user_36,chatxai,task2_post,"{""explainerData"": {""chatJourney"": [{""step"": 49, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-06T20:40:25.353Z""}, {""step"": 50, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""No"", ""0"", ""Graduate"", ""No"", 6500, 0, 105, 360, ""No"", ""Rural""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-06T20:40:43.083Z""}], ""chatSessionMetadata"": {""pdp"": 0, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 1, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""false"", ""postExplainFeatures"": [""Credit History"", ""Applicant Income"", ""Loan Amount""], ""postExplainConfidence"": ""4"", ""postExplainReliability"": ""4""}",2023-07-06 22:41:34.631 +0200
user_36,chatxai,survey1,"{""q1"": ""4"", ""q2"": ""5"", ""q3"": ""5"", ""q5"": ""4"", ""q4a"": ""4"", ""q4b"": ""4""}",2023-07-06 22:41:59.575 +0200
user_36,chatxai,survey2,"{""q6"": ""4"", ""q7"": ""4"", ""q9"": ""4"", ""q10"": ""3"", ""q11"": ""4"", ""q8a"": ""4"", ""q8b"": ""2""}",2023-07-06 22:42:16.059 +0200
user_36,chatxai,survey3,"{""q12"": ""4"", ""q13"": ""2"", ""q14"": ""4"", ""q15"": ""2"", ""q16"": ""4"", ""q17"": ""2"", ""q18"": ""4"", ""q19"": ""4"", ""q20"": ""4"", ""q21"": ""3"", ""q22"": ""4"", ""attentionSurvey"": ""1""}",2023-07-06 22:42:49.072 +0200
user_36,chatxai,survey4,"{""q23"": ""2"", ""q24"": ""2"", ""q25"": ""2"", ""q26"": ""3"", ""q27"": ""2"", ""q28"": ""2"", ""q29"": ""2"", ""q30"": ""2"", ""q31"": ""4"", ""q32"": ""4"", ""q33"": ""4"", ""q34"": ""4""}",2023-07-06 22:43:21.521 +0200
user_163,control,task5_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Applicant Income"", ""Loan Amount"", ""Loan Amount Term""], ""beforeExplainConfidence"": ""3""}",2023-07-07 20:42:06.061 +0200
user_212,control,ati,"{""ati1"": ""4"", ""ati2"": ""5"", ""ati3"": ""4"", ""ati4"": ""4"", ""ati5"": ""3"", ""ati6"": ""4"", ""ati7"": ""4"", ""ati8"": ""5"", ""ati9"": ""4"", ""attnAti"": ""5""}",2023-07-07 20:42:07.433 +0200
user_69,control,survey3,"{""q12"": ""4"", ""q13"": ""2"", ""q14"": ""2"", ""q15"": ""4"", ""q16"": ""5"", ""q17"": ""4"", ""q18"": ""4"", ""q19"": ""3"", ""q20"": ""3"", ""q21"": ""2"", ""q22"": ""2"", ""attentionSurvey"": ""1""}",2023-07-07 20:42:08.077 +0200
user_79,control,ati,"{""ati1"": ""2"", ""ati2"": ""2"", ""ati3"": ""3"", ""ati4"": ""3"", ""ati5"": ""3"", ""ati6"": ""4"", ""ati7"": ""3"", ""ati8"": ""3"", ""ati9"": ""3"", ""attnAti"": ""5""}",2023-07-07 20:42:09.070 +0200
user_124,control,training_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Education"", ""Applicant Income"", ""Loan Amount Term""], ""beforeExplainConfidence"": ""4""}",2023-07-07 20:42:16.410 +0200
user_92,control,consent,"{""mlbackground"": ""false"", ""userAgreement2"": ""true""}",2023-07-07 20:42:21.269 +0200
user_101,dashboard,consent,"{""mlbackground"": ""true"", ""userAgreement2"": ""true""}",2023-07-09 00:33:57.606 +0200
user_216,chatxai,consent,"{""mlbackground"": ""false"", ""userAgreement2"": ""true""}",2023-07-07 09:01:42.288 +0200
user_216,chatxai,ati,"{""ati1"": ""4"", ""ati2"": ""5"", ""ati3"": ""4"", ""ati4"": ""4"", ""ati5"": ""5"", ""ati6"": ""3"", ""ati7"": ""4"", ""ati8"": ""6"", ""ati9"": ""5"", ""attnAti"": ""5""}",2023-07-07 09:02:19.203 +0200
user_135,chatxai,training_decisiontree,{},2023-07-07 09:02:24.299 +0200
user_135,chatxai,training_decisiontree_gif,{},2023-07-07 09:02:51.986 +0200
user_216,chatxai,training_decisiontree,{},2023-07-07 09:03:21.920 +0200
user_216,chatxai,training_decisiontree_gif,{},2023-07-07 09:03:44.563 +0200
user_135,chatxai,training_shap,{},2023-07-07 09:03:51.232 +0200
user_216,chatxai,training_shap,{},2023-07-07 09:04:07.472 +0200
user_135,chatxai,training_shap_gif,{},2023-07-07 09:04:10.251 +0200
user_216,chatxai,training_shap_gif,{},2023-07-07 09:04:27.312 +0200
user_216,chatxai,training_pdp,{},2023-07-07 09:05:09.180 +0200
user_216,chatxai,training_pdp_gif,{},2023-07-07 09:05:11.544 +0200
user_135,chatxai,training_pdp,{},2023-07-07 09:05:14.897 +0200
user_135,chatxai,training_pdp_gif,{},2023-07-07 09:05:32.671 +0200
user_135,chatxai,training_mace,{},2023-07-07 09:05:51.580 +0200
user_135,chatxai,training_mace_gif,{},2023-07-07 09:05:56.146 +0200
user_216,chatxai,training_mace,{},2023-07-07 09:05:57.262 +0200
user_216,chatxai,training_mace_gif,{},2023-07-07 09:06:11.005 +0200
user_135,chatxai,training_whatif,{},2023-07-07 09:06:16.059 +0200
user_216,chatxai,training_whatif,{},2023-07-07 09:06:20.862 +0200
user_216,chatxai,training_whatif_gif,{},2023-07-07 09:06:22.689 +0200
user_135,chatxai,training_whatif_gif,{},2023-07-07 09:06:24.493 +0200
user_216,chatxai,atiExplanationTest,"{""atiExplainerQuestion"": ""5""}",2023-07-07 09:06:36.341 +0200
user_135,chatxai,atiExplanationTest,"{""atiExplainerQuestion"": ""5""}",2023-07-07 09:06:52.264 +0200
user_216,chatxai,training_pre,"{""beforeExplainDecision"": ""false"", ""beforeExplainFeatures"": [""Coapplicant Income"", ""Loan Amount"", ""Applicant Income""], ""beforeExplainConfidence"": ""4""}",2023-07-07 09:07:53.223 +0200
user_135,chatxai,training_pre,"{""beforeExplainDecision"": ""true"", ""beforeExplainFeatures"": [""Credit History"", ""Loan Amount Term"", ""Property Area""], ""beforeExplainConfidence"": ""4""}",2023-07-07 09:08:14.631 +0200
user_101,dashboard,survey1,"{""q1"": ""4"", ""q2"": ""3"", ""q3"": ""4"", ""q5"": ""4"", ""q4a"": ""4"", ""q4b"": ""4""}",2023-07-09 00:55:06.544 +0200
user_216,chatxai,training_post,"{""explainerData"": {""chatJourney"": [{""step"": 1, ""level"": ""predLv"", ""payload"": ""{}"", ""timeline"": ""2023-07-07T07:07:53.369Z""}, {""step"": 2, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Applicant Income""]}]}}, ""timeline"": ""2023-07-07T07:09:11.578Z""}, {""step"": 3, ""level"": ""globalExplainerResultLv"", ""payload"": {""data"": {""instances"": [{""operation"": ""pdp"", ""attributes"": [""Dependents""]}]}}, ""timeline"": ""2023-07-07T07:10:08.304Z""}, {""step"": 4, ""level"": ""featureImpLv"", ""payload"": {""data"": {""instances"": [{""input"": [[""Male"", ""Yes"", ""2"", ""Graduate"", ""No"", 11714, 1126, 225, 360, ""Yes"", ""Urban""]], ""operation"": ""shap""}]}}, ""timeline"": ""2023-07-07T07:10:52.686Z""}], ""chatSessionMetadata"": {""pdp"": 2, ""shap"": 1, ""input"": """", ""actual"": null, ""userId"": """", ""whatIf"": 0, ""comment"": """", ""modelStats"": 0, ""prediction"": """", ""userChoice"": """", ""decisionTree"": 1, ""counterFactual"": 0, ""decisionFeatures"": [""""]}}, ""postExplainDecision"": ""true"", ""postExplainFeatures"": [""Credit History"", ""Coapplicant Income"", ""Loan Amount""], ""postExplainConfidence"": ""5"", ""postExplainReliability"": ""5""}",2023-07-07 09:11:56.302 +0200
